id,estrato,repo,sha,declarada,repeticion_de
f3-0291,A,hashicorp/hcl,a4979284e5d451fb8e84bc73cf8883930bc812fe,,
f3-0292,A,spf13/cobra,90d2fd84ad44ae49f3541b38ed352b4603d35968,,
f3-0293,A,python-poetry/poetry,a25519e62dca280861a385a90830a8716f9ec98e,,
f3-0294,B,nuxt/nuxt,7e5869f4ef87c5fef6df5673e06dfd6e2e951745,docs,
f3-0295,A,python-poetry/poetry,96ffd5a28c2fa87b75bb4612c7606502b35c36c7,,
f3-0296,A,hashicorp/hcl,d8ae04bc78d34171ff8a8e14c1fb8158ff4a77d7,,
f3-0297,A,rust-lang/rustfmt,5e731273811e93e73462ccb54d561e6505329fd2,,
f3-0298,A,rust-lang/rustfmt,e4efa22983a676fc78dafc3d39ff81f062e72120,,
f3-0299,A,rust-lang/rustfmt,f0f449d6edda5a40057fc82ea02cc9abeae4d012,,
f3-0300,A,python-poetry/poetry,3b4ac3795f9f1a47aa80225494c6740bbbfab5b2,,
f3-0301,B,sveltejs/svelte,76baa078792f52df53ea302042c397cb84403f48,feat,f3-0098
f3-0302,A,rust-lang/rustfmt,0332da01486508710f2a542111e40513bfb215aa,,f3-0023
f3-0303,B,angular/angular-cli,f03ff807b440bde880aff117ec816c07e12f6b06,refactor,f3-0009
f3-0304,A,spf13/cobra,51b7cf57e102be20a09835264c9d92155d602532,,f3-0028
f3-0305,A,rust-lang/rustfmt,f62d730e5415f4bd09053ac90c8d6cd88c5489ea,,f3-0088
f3-0306,B,nuxt/nuxt,37a5d35a6d81c03bc30be96bc6635c16433410c3,feat,f3-0127
f3-0307,B,vitejs/vite,42993bb523de81120cd4450048b3e71ec2a37c2b,docs,f3-0063
f3-0308,A,rust-lang/rustfmt,e0e2f0db537904b0efa78a106384e62852b806f0,,f3-0036
f3-0309,B,sveltejs/svelte,88504ee90a4354222e6d8b0a3960fe935731c2c8,docs,f3-0083
f3-0310,B,nuxt/nuxt,50d46f068ad74c2e2f35cc6b7043552b1ae7e69d,docs,f3-0124
f3-0311,B,nuxt/nuxt,232b14e2f9708463148b08d9124e98303c12e9f3,docs,f3-0122
f3-0312,A,spf13/cobra,fce8d8aeb08dc6afe413cc0af67a7fbb3cffec4c,,f3-0034
f3-0313,B,sveltejs/svelte,2ce2b7d98b66e34c794b290ac0dc7135a4a3bc2b,feat,f3-0055
f3-0314,B,angular/angular-cli,7d57dd2f3e7d36cc4ed2c356f79139486790cbfa,feat,f3-0018
f3-0315,A,python-poetry/poetry,61f43e863a39b7ac989e696e0f4f2ecc4701f177,,f3-0101
f3-0316,B,vitejs/vite,3d3c0b843559d3985d57bf3d939a71aa97d5883f,docs,f3-0004
f3-0317,A,spf13/cobra,d7cfb134748502f60bc1797cd26fcc3e4eb4b927,,f3-0093
f3-0318,B,vitest-dev/vitest,49f34ec477c8ac70dc3487bc51ebe84d15019b47,feat,f3-0008
f3-0319,B,vitest-dev/vitest,30c06d4367030436f48e1266b5189ce4d3e04d45,feat,f3-0131
f3-0320,A,spf13/cobra,ca8e3c2779b8cc6168ab6ffdf9c1f2ac65652404,,f3-0116
f3-0321,A,hashicorp/hcl,cef803d9d2a7ff6fddbf696ef0ce1ec094edbd90,,f3-0062
f3-0322,A,hashicorp/hcl,fc57429f6341146bdc136dbbe5320312552553da,,f3-0126
f3-0323,A,spf13/cobra,24bb44aac8fd4730262546161cac1cc7d2869b32,,f3-0102
f3-0324,B,angular/angular-cli,330235230c680709b312d1b33ce16b0f482f0b84,refactor,f3-0120
f3-0325,A,hashicorp/hcl,ae8e4f9b5e46626425010f5e416f600a22db40fc,,f3-0003
f3-0326,B,angular/angular-cli,ce17094e0e335c8576b24b830e4808a0fae6a238,refactor,f3-0030
f3-0327,A,python-poetry/poetry,e2c1731f8d78488067ec84f1828840678b8118c3,,f3-0081
f3-0328,B,vitejs/vite,a5c608d2a0b98fc7b121d9c5eb1a4b7238dfb74b,feat,f3-0053
f3-0329,A,python-poetry/poetry,9cf87a285a2d3fbb0b9fa621997b3acc3631ed24,,f3-0082
f3-0330,A,rust-lang/rustfmt,3adfb08afe3cb6a8c055e581dea87808464d1381,,f3-0041
f3-0331,A,rust-lang/rustfmt,6a5ef17eb12e1599ac6e14e267eaa6a246488cc2,,f3-0021
f3-0332,A,rust-lang/rustfmt,88944668fec947339291d04e6f0b9c4392cea937,,f3-0141
f3-0333,B,angular/angular-cli,7ffd3b303352f4909a850ebc64cd696d1925f588,refactor,f3-0025
f3-0334,A,hashicorp/hcl,ebcb74e4b8f5eb39a04ab754b573057ecd6a1564,,f3-0060
f3-0335,B,nuxt/nuxt,a08b435f51a2e054a708eb5dae283f74b8874450,refactor,f3-0128
f3-0336,B,vitest-dev/vitest,68ed9dfbb66881e047bc970a6a738f0ee4124d54,feat,f3-0096
f3-0337,A,python-poetry/poetry,2aab9bcd495e11e5f4491aa72a9510773cc4a90e,,f3-0138
f3-0338,A,rust-lang/rustfmt,e780532239b391e19418707bbbc8b79c90bbb055,,f3-0016
f3-0339,A,hashicorp/hcl,1879551ff7763602dec6d4a2fc4bbc9e306e407b,,f3-0035
f3-0340,A,hashicorp/hcl,cfde516d3c3e84e8d40283959ce5954024021f1b,,f3-0134
f3-0341,B,angular/angular-cli,8e81c6aa959945716d2c58e7f870f1f2afa6d2a8,feat,f3-0112
f3-0342,B,vitest-dev/vitest,92d098cf3cc17d4591afaec9b3206825b3cf45c4,refactor,f3-0143
f3-0343,B,nuxt/nuxt,ee2f568fc127834a48d8528fd035ce4d88e16db8,refactor,f3-0115
f3-0344,B,vitest-dev/vitest,c3cc6d8063f925d455adcd8c51fcfc838f6365d1,feat,f3-0145
f3-0345,A,hashicorp/hcl,da4c96fbd52dcdccde265770b21f6e73a11f4077,,f3-0061
f3-0346,A,hashicorp/hcl,e930f8e5febb8809b374767f94f85a88b816ba6f,,f3-0068
f3-0347,A,python-poetry/poetry,72497bcb66b5a1cc20e3aa95973c523a22b05bfa,,f3-0067
f3-0348,B,angular/angular-cli,ce9bf81598f07eb7c0742368488cd14c09525161,refactor,f3-0140
f3-0349,B,angular/angular-cli,71e87fc332175c0fe4abb8105bb0747db40c9238,refactor,f3-0119
f3-0350,B,angular/angular-cli,327f649be9b3b69f57bad72af806378b87c45fac,feat,f3-0014
